,Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,MARCTagCondition3,MARCTagCondition4,MARCTagCondition5,MARCTagCondition6,Unnamed: 23,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
4532,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,u,Affiliation (NR),,,,radio script work|has radio script work,,,,,,,,http://rdaregistry.info/Elements/w/P10162,has radio script work,,,,,
4533,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,u,Affiliation (NR),,,,television screenplay work|has television screenplay work,,,,,,,,http://rdaregistry.info/Elements/w/P10163,has television screenplay work,,,,,
4534,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,u,Affiliation (NR),,,,video screenplay wor|has video screenplay wor,,,,,,,,http://rdaregistry.info/Elements/w/P10164,has video screenplay wor,,,,,
4535,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,u,Affiliation (NR),,,,libretto work|has libretto work,,,,,,,,http://rdaregistry.info/Elements/w/P10165,has libretto work,,,,,
4536,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,u,Affiliation (NR),,,,paraphrased as work|is paraphrased as work,,,,,,,,http://rdaregistry.info/Elements/w/P10166,is paraphrased as work,,,,,
4537,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,u,Affiliation (NR),,,,abridged as work|is abridged as work,,,,,,,,http://rdaregistry.info/Elements/w/P10167,is abridged as work,,,,,
4538,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,u,Affiliation (NR),,,,digested as work|is digested as work,,,,,,,,http://rdaregistry.info/Elements/w/P10171,is digested as work,,,,,
4539,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,u,Affiliation (NR),,,,supplement work|has supplement work,,,,,,,,http://rdaregistry.info/Elements/w/P10172,has supplement work,,,,,
4540,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,u,Affiliation (NR),,,,screenplay for motion picture work|is screenplay for motion picture work,,,,,,,,http://rdaregistry.info/Elements/w/P10173,is screenplay for motion picture work,,,,,
4541,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,u,Affiliation (NR),,,,screenplay for television program work|is screenplay for television program work,,,,,,,,http://rdaregistry.info/Elements/w/P10174,is screenplay for television program work,,,,,
4542,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,u,Affiliation (NR),,,,screenplay for video work|is screenplay for video work,,,,,,,,http://rdaregistry.info/Elements/w/P10175,is screenplay for video work,,,,,
4543,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,u,Affiliation (NR),,,,script for radio program work|is script for radio program work,,,,,,,,http://rdaregistry.info/Elements/w/P10176,is script for radio program work,,,,,
4544,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,u,Affiliation (NR),,,,addenda to work|is addenda to work,,,,,,,,http://rdaregistry.info/Elements/w/P10177,is addenda to work,,,,,
4545,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,u,Affiliation (NR),,,,review of work|is review of work,,,,,,,,http://rdaregistry.info/Elements/w/P10178,is review of work,,,,,
4546,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,u,Affiliation (NR),,,,summary of work|is summary of work,,,,,,,,http://rdaregistry.info/Elements/w/P10179,is summary of work,,,,,
4547,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,u,Affiliation (NR),,,,catalogue of work|is catalogue of work,,,,,,,,http://rdaregistry.info/Elements/w/P10180,is catalogue of work,,,,,
4548,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,u,Affiliation (NR),,,,concordance to work|is concordance to work,,,,,,,,http://rdaregistry.info/Elements/w/P10181,is concordance to work,,,,,
4549,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,u,Affiliation (NR),,,,critique of work|is critique of work,,,,,,,,http://rdaregistry.info/Elements/w/P10182,is critique of work,,,,,
4550,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,u,Affiliation (NR),,,,choreographic adaptation of work|is choreographic adaptation of work,,,,,,,,http://rdaregistry.info/Elements/w/P10183,is choreographic adaptation of work,,,,,
4551,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,u,Affiliation (NR),,,,expanded version of work|is expanded version of work,,,,,,,,http://rdaregistry.info/Elements/w/P10184,is expanded version of work,,,,,
4552,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,u,Affiliation (NR),,,,remake of work|is remake of work,,,,,,,,http://rdaregistry.info/Elements/w/P10185,is remake of work,,,,,
4553,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,u,Affiliation (NR),,,,paraphrase of work|is paraphrase of work,,,,,,,,http://rdaregistry.info/Elements/w/P10186,is paraphrase of work,,,,,
4554,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,u,Affiliation (NR),,,,commentary on work|is commentary on work,,,,,,,,http://rdaregistry.info/Elements/w/P10187,is commentary on work,,,,,
4555,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,u,Affiliation (NR),,,,index to work|is index to work,,,,,,,,http://rdaregistry.info/Elements/w/P10188,is index to work,,,,,
4556,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,u,Affiliation (NR),,,,libretto based on work|is libretto based on work,,,,,,,,http://rdaregistry.info/Elements/w/P10189,is libretto based on work,,,,,
4557,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,u,Affiliation (NR),,,,source work|has source work,,,,,,,,http://rdaregistry.info/Elements/w/P10190,has source work,,,,,
4558,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,u,Affiliation (NR),,,,augmentation of work|is augmentation of work,,,,,,,,http://rdaregistry.info/Elements/w/P10192,is augmentation of work,,,,,
4559,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,u,Affiliation (NR),,,,abstracts for work|is abstracts for work,,,,,,,,http://rdaregistry.info/Elements/w/P10193,is abstracts for work,,,,,
4560,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,u,Affiliation (NR),,,,indexing for work|is indexing for work,,,,,,,,http://rdaregistry.info/Elements/w/P10194,is indexing for work,,,,,
4561,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,u,Affiliation (NR),,,,imitation of work|is imitation of work,,,,,,,,http://rdaregistry.info/Elements/w/P10196,is imitation of work,,,,,
4562,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,u,Affiliation (NR),,,,parody of work|is parody of work,,,,,,,,http://rdaregistry.info/Elements/w/P10197,is parody of work,,,,,
4563,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,u,Affiliation (NR),,,,finding aid for work|is finding aid for work,,,,,,,,http://rdaregistry.info/Elements/w/P10201,is finding aid for work,,,,,
4564,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,u,Affiliation (NR),,,,musical theatre adaptation of work|is musical theatre adaptation of work,,,,,,,,http://rdaregistry.info/Elements/w/P10233,is musical theatre adaptation of work,,,,,
4565,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,u,Affiliation (NR),,,,opera adaptation of work|is opera adaptation of work,,,,,,,,http://rdaregistry.info/Elements/w/P10234,is opera adaptation of work,,,,,
4566,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,u,Affiliation (NR),,,,adapted as musical theatre work|is adapted as musical theatre work,,,,,,,,http://rdaregistry.info/Elements/w/P10235,is adapted as musical theatre work,,,,,
4567,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,u,Affiliation (NR),,,,adapted as opera work|is adapted as opera work,,,,,,,,http://rdaregistry.info/Elements/w/P10236,is adapted as opera work,,,,,
4568,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,u,Affiliation (NR),,,,music work|has music work,,,,,,,,http://rdaregistry.info/Elements/w/P10237,has music work,,,,,
4569,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,u,Affiliation (NR),,,,music for work|is music for work,,,,,,,,http://rdaregistry.info/Elements/w/P10238,is music for work,,,,,
4570,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,u,Affiliation (NR),,,,video music work|has video music work,,,,,,,,http://rdaregistry.info/Elements/w/P10239,has video music work,,,,,
4571,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,u,Affiliation (NR),,,,music for video work|is music for video work,,,,,,,,http://rdaregistry.info/Elements/w/P10240,is music for video work,,,,,
4572,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,u,Affiliation (NR),,,,television program music work|has television program music work,,,,,,,,http://rdaregistry.info/Elements/w/P10241,has television program music work,,,,,
4573,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,u,Affiliation (NR),,,,music for television program work|is music for television program work,,,,,,,,http://rdaregistry.info/Elements/w/P10242,is music for television program work,,,,,
4574,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,u,Affiliation (NR),,,,radio program music work|has radio program music work,,,,,,,,http://rdaregistry.info/Elements/w/P10243,has radio program music work,,,,,
4575,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,u,Affiliation (NR),,,,music for radio program work|is music for radio program work,,,,,,,,http://rdaregistry.info/Elements/w/P10244,is music for radio program work,,,,,
4576,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,u,Affiliation (NR),,,,music for motion picture work|is music for motion picture work,,,,,,,,http://rdaregistry.info/Elements/w/P10245,is music for motion picture work,,,,,
4577,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,u,Affiliation (NR),,,,motion picture music work|has motion picture music work,,,,,,,,http://rdaregistry.info/Elements/w/P10246,has motion picture music work,,,,,
4578,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,u,Affiliation (NR),,,,choreography work|has choreography work,,,,,,,,http://rdaregistry.info/Elements/w/P10247,has choreography work,,,,,
4579,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,u,Affiliation (NR),,,,choreography for work|is choreography for work,,,,,,,,http://rdaregistry.info/Elements/w/P10248,is choreography for work,,,,,
4580,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,u,Affiliation (NR),,,,adapted as video game work|is adapted as video game work,,,,,,,,http://rdaregistry.info/Elements/w/P10249,is adapted as video game work,,,,,
4581,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,u,Affiliation (NR),,,,video game adaptation of work|is video game adaptation of work,,,,,,,,http://rdaregistry.info/Elements/w/P10250,is video game adaptation of work,,,,,
4582,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,u,Affiliation (NR),,,,adapted as graphic novel work|is adapted as graphic novel work,,,,,,,,http://rdaregistry.info/Elements/w/P10251,is adapted as graphic novel work,,,,,
4583,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,u,Affiliation (NR),,,,graphic novelization of work|is graphic novelization of work,,,,,,,,http://rdaregistry.info/Elements/w/P10252,is graphic novelization of work,,,,,
4584,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,u,Affiliation (NR),,,,subject work of|is subject work of,,,,,,,,http://rdaregistry.info/Elements/w/P10264,is subject work of,,,,,
4585,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,u,Affiliation (NR),,,,commissioning agent|has commissioning agent,,,,,,,,http://rdaregistry.info/Elements/w/P10287,has commissioning agent,,,,,
4586,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,u,Affiliation (NR),,,,oratorio adaptation of work|is oratorio adaptation of work,,,,,,,,http://rdaregistry.info/Elements/w/P10288,is oratorio adaptation of work,,,,,
4587,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,u,Affiliation (NR),,,,adapted as oratorio work|is adapted as oratorio work,,,,,,,,http://rdaregistry.info/Elements/w/P10289,is adapted as oratorio work,,,,,
4588,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,u,Affiliation (NR),,,,inspired by|is inspired by,,,,,,,,http://rdaregistry.info/Elements/w/P10290,is inspired by,,,,,
4589,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,u,Affiliation (NR),,,,inspiration for|is inspiration for,,,,,,,,http://rdaregistry.info/Elements/w/P10291,is inspiration for,,,,,
4590,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,u,Affiliation (NR),,,,commemoration|has commemoration,,,,,,,,http://rdaregistry.info/Elements/w/P10294,has commemoration,,,,,
4591,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,u,Affiliation (NR),,,,commemoration of|is commemoration of,,,,,,,,http://rdaregistry.info/Elements/w/P10295,is commemoration of,,,,,
4592,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,u,Affiliation (NR),,,,founder agent of work|has founder agent of work,,,,,,,,http://rdaregistry.info/Elements/w/P10299,has founder agent of work,,,,,
4593,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,u,Affiliation (NR),,,,related agent of work|has related agent of work,,,,,,,,http://rdaregistry.info/Elements/w/P10311,has related agent of work,,,,,
4594,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,u,Affiliation (NR),,,,related corporate body of work|has related corporate body of work,,,,,,,,http://rdaregistry.info/Elements/w/P10314,has related corporate body of work,,,,,
4595,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,u,Affiliation (NR),,,,related collective agent of work|has related collective agent of work,,,,,,,,http://rdaregistry.info/Elements/w/P10315,has related collective agent of work,,,,,
4596,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,u,Affiliation (NR),,,,transformation|has transformation,,,,,,,,http://rdaregistry.info/Elements/w/P10336,has transformation,,,,,
4597,delete,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,u,Affiliation (NR),,,,transformation of|is transformation of,,,,,,,,http://rdaregistry.info/Elements/w/P10337,is transformation of,,,,,
