,Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,MARCTagCondition3,Condition3Values,MARCTagCondition4,RDA Registry URI,RDA Registry Label, ,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
1038,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,b,Numeration (NR),,,$e,inventor,,,,,,http://rdaregistry.info/Elements/w/P10584,has inventor family,structured description,,,,
1039,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,c,Titles and other words associated with a name (R),,,$e,inventor,,,,,,http://rdaregistry.info/Elements/w/P10584,has inventor family,structured description,,,,
1040,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,d,Dates associated with a name (NR),,,$e,inventor,,,,,,http://rdaregistry.info/Elements/w/P10584,has inventor family,structured description,,,,
1041,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,g,Miscellaneous information (R),,,,,,,,,,http://rdaregistry.info/Elements/w/P10584,has inventor family,structured description,,,,
1042,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,q,Fuller form of name (NR),,,$e,inventor,,,,,,http://rdaregistry.info/Elements/w/P10584,has inventor family,structured description,,,,
1043,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,u,Affiliation (NR),,,$e,inventor,,,,,,http://rdaregistry.info/Elements/w/P10584,has inventor family,structured description,,,,
1044,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,b,Numeration (NR),,,$e,inventor,,,,,,http://rdaregistry.info/Elements/w/P10443,has inventor person,structured description,,,,
1045,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,c,Titles and other words associated with a name (R),,,$e,inventor,,,,,,http://rdaregistry.info/Elements/w/P10443,has inventor person,structured description,,,,
1046,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,d,Dates associated with a name (NR),,,$e,inventor,,,,,,http://rdaregistry.info/Elements/w/P10443,has inventor person,structured description,,,,
1047,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,g,Miscellaneous information (R),,,,,,,,,,http://rdaregistry.info/Elements/w/P10443,has inventor person,structured description,,,,
1048,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,q,Fuller form of name (NR),,,$e,inventor,,,,,,http://rdaregistry.info/Elements/w/P10443,has inventor person,structured description,,,,
1049,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,u,Affiliation (NR),,,$e,inventor,,,,,,http://rdaregistry.info/Elements/w/P10443,has inventor person,structured description,,,,
1050,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,b,Numeration (NR),,,$e,inventor,,,,,,http://rdaregistry.info/Elements/w/P10443,has inventor person,structured description,,,,
1051,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,c,Titles and other words associated with a name (R),,,$e,inventor,,,,,,http://rdaregistry.info/Elements/w/P10443,has inventor person,structured description,,,,
1052,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,d,Dates associated with a name (NR),,,$e,inventor,,,,,,http://rdaregistry.info/Elements/w/P10443,has inventor person,structured description,,,,
1053,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,g,Miscellaneous information (R),,,,,,,,,,http://rdaregistry.info/Elements/w/P10443,has inventor person,structured description,,,,
1054,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,q,Fuller form of name (NR),,,$e,inventor,,,,,,http://rdaregistry.info/Elements/w/P10443,has inventor person,structured description,,,,
1055,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,u,Affiliation (NR),,,$e,inventor,,,,,,http://rdaregistry.info/Elements/w/P10443,has inventor person,structured description,,,,
1056,DELETE,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,r,,,,,,,,,,,http://rdaregistry.info/Elements/e/P20326,has key of expression, ,,,Attention: MARCField/MARCSubfield combination does not exist,
1057,DELETE,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,b,Numeration (NR),,,$e,landscape architect,,,,,,http://rdaregistry.info/Elements/w/P10200,has landscape architect agent,structured description,,,,
1058,DELETE,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,c,Titles and other words associated with a name (R),,,$e,landscape architect,,,,,,http://rdaregistry.info/Elements/w/P10200,has landscape architect agent,structured description,,,,
1059,DELETE,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,d,Dates associated with a name (NR),,,$e,landscape architect,,,,,,http://rdaregistry.info/Elements/w/P10200,has landscape architect agent,structured description,,,,
1060,DELETE,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,g,Miscellaneous information (R),,, , ,,,,,,http://rdaregistry.info/Elements/w/P10200,has landscape architect agent,structured description,,,,
1061,DELETE,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,q,Fuller form of name (NR),,,$e,landscape architect,,,,,,http://rdaregistry.info/Elements/w/P10200,has landscape architect agent,structured description,,,,
1062,DELETE,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,u,Affiliation (NR),,,$e,landscape architect,,,,,,http://rdaregistry.info/Elements/w/P10200,has landscape architect agent,structured description,,,,
1063,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,b,Numeration (NR),,,$e,landscape architect,,,,,,http://rdaregistry.info/Elements/w/P10472,has landscape architect collective agent,structured description,,,,
1064,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,c,Titles and other words associated with a name (R),,,$e,landscape architect,,,,,,http://rdaregistry.info/Elements/w/P10472,has landscape architect collective agent,structured description,,,,
1065,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,d,Dates associated with a name (NR),,,$e,landscape architect,,,,,,http://rdaregistry.info/Elements/w/P10472,has landscape architect collective agent,structured description,,,,
1066,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,g,Miscellaneous information (R),,, , ,,,,,,http://rdaregistry.info/Elements/w/P10472,has landscape architect collective agent,structured description,,,,
1067,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,q,Fuller form of name (NR),,,$e,landscape architect,,,,,,http://rdaregistry.info/Elements/w/P10472,has landscape architect collective agent,structured description,,,,
1068,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,u,Affiliation (NR),,,$e,landscape architect,,,,,,http://rdaregistry.info/Elements/w/P10472,has landscape architect collective agent,structured description,,,,
1069,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,b,Numeration (NR),,,$e,landscape architect,,,,,,http://rdaregistry.info/Elements/w/P10566,has landscape architect family,structured description,,,,
1070,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,c,Titles and other words associated with a name (R),,,$e,landscape architect,,,,,,http://rdaregistry.info/Elements/w/P10566,has landscape architect family,structured description,,,,
1071,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,d,Dates associated with a name (NR),,,$e,landscape architect,,,,,,http://rdaregistry.info/Elements/w/P10566,has landscape architect family,structured description,,,,
1072,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,g,Miscellaneous information (R),,, , ,,,,,,http://rdaregistry.info/Elements/w/P10566,has landscape architect family,structured description,,,,
1073,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,q,Fuller form of name (NR),,,$e,landscape architect,,,,,,http://rdaregistry.info/Elements/w/P10566,has landscape architect family,structured description,,,,
1074,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,u,Affiliation (NR),,,$e,landscape architect,,,,,,http://rdaregistry.info/Elements/w/P10566,has landscape architect family,structured description,,,,
1075,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,b,Numeration (NR),,,$e,landscape architect,,,,,,http://rdaregistry.info/Elements/w/P10425,has landscape architect person,structured description,,,,
1076,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,c,Titles and other words associated with a name (R),,,$e,landscape architect,,,,,,http://rdaregistry.info/Elements/w/P10425,has landscape architect person,structured description,,,,
1077,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,d,Dates associated with a name (NR),,,$e,landscape architect,,,,,,http://rdaregistry.info/Elements/w/P10425,has landscape architect person,structured description,,,,
1078,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,g,Miscellaneous information (R),,, , ,,,,,,http://rdaregistry.info/Elements/w/P10425,has landscape architect person,structured description,,,,
1079,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,q,Fuller form of name (NR),,,$e,landscape architect,,,,,,http://rdaregistry.info/Elements/w/P10425,has landscape architect person,structured description,,,,
1080,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,u,Affiliation (NR),,,$e,landscape architect,,,,,,http://rdaregistry.info/Elements/w/P10425,has landscape architect person,structured description,,,,
1081,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,b,Numeration (NR),,,$e,landscape architect,,,,,,http://rdaregistry.info/Elements/w/P10425,has landscape architect person,structured description,,,,
1082,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,c,Titles and other words associated with a name (R),,,$e,landscape architect,,,,,,http://rdaregistry.info/Elements/w/P10425,has landscape architect person,structured description,,,,
1083,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,d,Dates associated with a name (NR),,,$e,landscape architect,,,,,,http://rdaregistry.info/Elements/w/P10425,has landscape architect person,structured description,,,,
1084,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,g,Miscellaneous information (R),,, , ,,,,,,http://rdaregistry.info/Elements/w/P10425,has landscape architect person,structured description,,,,
1085,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,q,Fuller form of name (NR),,,$e,landscape architect,,,,,,http://rdaregistry.info/Elements/w/P10425,has landscape architect person,structured description,,,,
1086,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,u,Affiliation (NR),,,$e,landscape architect,,,,,,http://rdaregistry.info/Elements/w/P10425,has landscape architect person,structured description,,,,
1087,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,b,Numeration (NR),,,$e,librettist,,,,,,http://rdaregistry.info/Elements/w/P10205,has librettist agent,structured description,,,,
1088,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,b,Numeration (NR),,,$4,lbt,,,,,,http://rdaregistry.info/Elements/w/P10205,has librettist agent,structured description,,,,
1089,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,c,Titles and other words associated with a name (R),,,$e,librettist,,,,,,http://rdaregistry.info/Elements/w/P10205,has librettist agent,structured description,,,,
1090,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,c,Titles and other words associated with a name (R),,,$4,lbt,,,,,,http://rdaregistry.info/Elements/w/P10205,has librettist agent,structured description,,,,
1091,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,d,Dates associated with a name (NR),,,$e,librettist,,,,,,http://rdaregistry.info/Elements/w/P10205,has librettist agent,structured description,,,,
1092,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,d,Dates associated with a name (NR),,,$4,lbt,,,,,,http://rdaregistry.info/Elements/w/P10205,has librettist agent,structured description,,,,
1093,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,g,Miscellaneous information (R),,,$e,librettist,,,,,,http://rdaregistry.info/Elements/w/P10205,has librettist agent,structured description,,,,
1094,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,g,Miscellaneous information (R),,,$4,lbt,,,,,,http://rdaregistry.info/Elements/w/P10205,has librettist agent,structured description,,,,
1095,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,q,Fuller form of name (NR),,,$e,librettist,,,,,,http://rdaregistry.info/Elements/w/P10205,has librettist agent,structured description,,,,
1096,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,q,Fuller form of name (NR),,,$4,lbt,,,,,,http://rdaregistry.info/Elements/w/P10205,has librettist agent,structured description,,,,
1097,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,u,Affiliation (NR),,,$e,librettist,,,,,,http://rdaregistry.info/Elements/w/P10205,has librettist agent,structured description,,,,
1098,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,u,Affiliation (NR),,,$4,lbt,,,,,,http://rdaregistry.info/Elements/w/P10205,has librettist agent,structured description,,,,
1099,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,b,Numeration (NR),,,$e,librettist,,,,,,http://rdaregistry.info/Elements/w/P10478,has librettist collective agent,structured description,,,,
1100,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,c,Titles and other words associated with a name (R),,,$e,librettist,,,,,,http://rdaregistry.info/Elements/w/P10478,has librettist collective agent,structured description,,,,
1101,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,d,Dates associated with a name (NR),,,$e,librettist,,,,,,http://rdaregistry.info/Elements/w/P10478,has librettist collective agent,structured description,,,,
